Arabic Name,English Name
سيروفين,Serophene
ستاكسين,Staxyn
سيفجيل,Civigel
سينسيبار,Sensipar
سانكتورا,Sanctura
سورياتين,Soriatane
سافيلا,Savella
سيتوكسان,Cytoxan
سورين,Sorine
سينوجان,Sinogan
سوماتروبين,سوماتروبين
سالْبوتامول,سالْبوتامول
سالمترول,سالمترول
ساكوينافير,ساكوينافير
سوكرالفات,سوكرالفات
سولفاسالازين,سولفاسالازين
سولبيريد,سولبيريد
سوماتريبتان,سوماتريبتان
ستربتوكيناز,ستربتوكيناز
سيمفاستاتين,سيمفاستاتين
سيميتيدين,سيميتيدين
سيميثيكون,سيميثيكون
سيناريزين,سيناريزين
سَنا,سَنا
سبيرونولاكتون,سبيرونولاكتون
سكوبولامين,سكوبولامين
سودوإفدرين,سودوإفدرين
سيتيريزين,سيتيريزين
سيسابريد,سيسابريد
سيبروفلوكساسين,سيبروفلوكساسين
سايكلوسبورين أ,سايكلوسبورين أ
سيفازولين,سيفازولين
سيفاكلور,سيفاكلور
سيفوروكسيم,سيفوروكسيم
سيفترياكسون,سيفترياكسون
سيفيكسيم,سيفيكسيم
سيلدنافيل,سيلدنافيل
سيليجيلين,سيليجيلين
سيتالوبرام,سيتالوبرام
سيرترالين,سيرترالين
سيفاليكسين,سيفاليكسين
سيلكوكسيب,سيلكوكسيب
سيبوترامين,سيبوترامين
سيبروفيبرات,سيبروفيبرات
سيلازابريل,سيلازابريل
سيسبلاتين,سيسبلاتين
سيتوكسيماب,سيتوكسيماب
سونيتينب,سونيتينب
سيبروتيرون,سيبروتيرون
سيكلوبيروكس,سيكلوبيروكس
سيتروريليكس,سيتروريليكس
سولفاسيتاميد,سولفاسيتاميد
سيلينيوم سولفيد,سيلينيوم سولفيد
سولفاديازين الفضة,سولفاديازين الفضة
سيتريميد,سيتريميد
سيناكالسيت,سيناكالسيت
سيتاغليبتين,سيتاغليبتين
ساليسيلات المورفولين,ساليسيلات المورفولين
سيتوماكروغول,سيتوماكروغول
سيكلوفوسفاميد,سيكلوفوسفاميد
سوتالول,سوتالول
سيروليموس,سيروليموس
سورافينيب,سورافينيب
سوليفيناسين,سوليفيناسين
سَلثيام,سَلثيام
سيفيلامير,سيفيلامير
سيكلوسيرين,سيكلوسيرين
سرتيندول,سرتيندول
شامبو نيزورال,NIZORAL SHAMPOO
شامبكس,CHAMPIX 0.5 MG F-C TAB
شامبيكس,CHAMPIX 1MG F-C TABLETS
شامبو كلارازول,CLARAZOLE 2% SHAMPOO
شفا بيروكسام,SHIFA PIROXICAM 20 MG-ML I.M AMP
شامبيونيل,Championyl
شانتكس,Chantix
غلوكوباي,GLUCOBAY 50MG TAB
غلوريون,GLORION 2MG TABLETS
غلوديتين,GLODITEN 1MG\5ML SYRUP
غلورا,GLORA 5MG-5ML SYRUP
غلورا,GLORA 10MG TABLETS
غلوتاك,GLOTAC 300 MG FILM COATED TABLETS
غليمفان,GLIMEPHAN 1MG TABLETS
غوبيسون,GUPISONE TAB 5MG
غابانت,GABANET 400MG CAPSULE
غرانيترون,GRANITRON 3MG-3ML SOLUTION FOR INJECTION
غلوساف,GLUSAFE 1MG TABLETS
غلوكاغين,GLUCAGEN 1MG HYPOKIT FILLED WITH WATER
غريبين,GRIPINE 2MG-5ML SYRUP
غاسيك غاسترو,GASEC 20MG GASTRO CAPS
غاسيك غاسترو,GASEC 40MG GASTRO CAPSULES
غلاوكتابس,Glauctabs
غايفينيسين,غايفينيسين
غوسيريلين,غوسيريلين
غريزيوفولفين,غريزيوفولفين
غابابنتين,غابابنتين
غليميبرايد,غليميبرايد
غلانتامين,غلانتامين
غرانيسترون,غرانيسترون
غانيريليكس,غانيريليكس
غانسيكلوفير,غانسيكلوفير
فانكوميسين,VANCOMYCIN ALPHARMA 1GM VIAL
فنكوميسين,VANCOMYCIN ALPHARMA 500MG VIAL
فينتوليب,PHENTOLEP 50MG-ML AMPOULE
فينيكول,PHENICOL 1% OPTHALMIC OINTMENT
فنتانيل سيتريت,FENTANYL CITRATE 50MCG-ML VIAL
فلوفينازين,FLUPHENAZINE DECANOATE 25MG-ML INJECTION
فلوكاند,FLUCAND 200MG-100ML INFUSION VIAL
فيريبروكس,FERRIPROX 500MG F.C.TABLET
فيري بروكس,FERRIPROX 100MG/ML ORAL SOLUTION
فيجام,VIGAM LIQUID 5% I.V BOTTLE
فنتانيل جانسين,FENTANYL-JANSSEN 0.05MG-ML AMPOULES
فوسفات الكلوروكين,CHLOROQUIN PHOSPHATE 80MG/5ML SYRUR
فيبسيد,VEPESID 100MG\5ML AMP
فيبيسيد,VEPESID AMP 100MG-5ML FOR INFUSION
فيلكيد,VELCADE 3.5MG POWDER FOR I.V. INJECTION
فلاتيديل,FLATIDYL 40MG CHEWABLE TAB
فيتاسيد كالسيوم,VITACID CALCIUM 1000 MG EFFERVESCENT TABLETS
فيجاموكس,VIGAMOX 0.5% OPHTHALMIC SOLUTION
فلوكون,FLUCON OPTH SUSP 0.1%
فلودارا اقراص,FLUDARA 10MG F.C. TABLETS
فلودارا,FLUDARA 50MG I.V VIAL
فليكسا,FLEXA CAPSULE
فيوسيكورت,FUCICORT CREAM
فياجرا,VIAGRA 100MG TABLETS
فياغرا,VIAGRA 50MG F.C TAB
فلورويوراسيل,FLUOROURACIL EBEWE AMP 50MG-ML
فيفند,VFEND 200MG POWDER FOR SOLU.FOR INFUSION
فلورويوراسيل,FLUOROURACIL EBEWE VIAL 50MG-ML
فاسيجين,FASIGYN 500MG TABLET
فوساماكس,FOSAMAX 10MG TAB
فوزاماكس,FOSAMAX ONCE WEEKLY 70MG TAB
فيفند,VFEND 200MG TABLET
ففيند,VFEND 50MG TABLET
فليكسوتيد ديسكس,FLIXOTIDE 250MCG INHALER
فليكسوتيد,FLIXOTIDE 25MCG INHALER
فلوكسيتايد ديسكس,FLIXOTIDE DISKUS 100MCG BLISTER POWDER
فلوكسيتايد,FLIXOTIDE DISKUS 250MCG BLISTER POWDER
فليكسوتيد,FLIXOTIDE DISKUS 500MCG BLISTER POWDER
فليكسوتيد,FLIXOTIDE DISKUS 50MCG BLISTER POWDER
فيكسوتيل,FEXOTEL 120MG TABLET
فنتولين,VENTOLIN RESPIRATORY SOLUTIN
فنتولين,VENTOLIN INHALER
فنتولين,VENTOLIN CR
فلوتين,FLUTIN 20MG CAPSULE
فيوتاسول,FUTASOLE 2%CREAM
فالوبين,VALOPIN 200 MG E-C TABLETS
فالوبين,VALOPIN 500 MG E-C TABLETS
فينتولين,VENTOLIN DISKUS 200MCG
فيتزكالم,FITZECALM 100MG\5ML SUSP
فانكولون,VANCOLON 0.5GM-VIAL I.V.
فانكولون 1GM,VANCOLON 1GM POWDER FOR I.V. INFUSION
فلوتين 20 ملغ,FLUTIN 20MG-5ML SYRUP
فالوبين,VALOPIN 200MG\5ML SYRUP
فيتزكالم,FITZCALM 200MG TAB
فلوناكسول,FLUANXOL DEPOT 100MG-ML I.M AMP
فلوناكسول ديبوت,FLUANXOL DEPOT 20MG-ML 2 ML.
فلوناكسول اقراص,FLUANXOL 1MG TAB
فلوانكسول,FLUANXOL 3MG TAB
فيراميون,VIRAMUNE 200MG TAB
فنزول,FUNZOL 150MG CAPSULES
فينادكس,FENADEX 120 MG F- CTABLETS
فينادكس,FENADEX 180MG F.C. TABLETS
فيناديكس,FENADEX 60 MG F-C TABLETS
فلوزين,FLUZYN 20MG CAPSULES
فوديون,FUDION 2% CREAM
فلوكسيتين,FLUOXETIN HEXAL 20MG CAPSULES
فلوفينازين ديكانوات,FLUPHENAZINE DECANOATE OILY 100MG-ML AMP
فلوفينازين,FLUPHENAZINE DECANOATE OILY 25MG-ML AMP
فينيتوين,PHENYTOIN 250MG-5ML AMP
فلورويراسيل,FLUOROURACIL 250MG-10ML VIAL
فلوراويوراسيل,FLUOROURACIL 500MG-10ML VIAL
فانكوميسين اتش سي ال,VANCOMYCIN HCL 1 G VIAL FOR INFUSION
فنكوميسين اتش سي ال,VANCOMYCIN HCL 500MG VIAL FOR INFUSION
فيرازول,VIRAZOLE 20MG-MLUPON RECONSTITUTON INHAL
فورتيبين,FORTEPEN 0.4GM INJ
فافرين,FAVERIN 100MG EC TABS
فافرين,FAVERIN 50MG EC TABS
فيرموكس,VERMOX 100MG TABLET
فوسيباكت,FUSIBACT CREAM 2% W-W
فلوكا,FLUCA OPTHALMIC SUSP.
فونغيسور,FUNGICURE 1% CREAM
فالوبرا,VALOPRA 200 MG-ML SOLUTION
فالوبرا,VALOPRA 57.64 MG-ML SYRUP
فلاتيكون,FLATICON 40MG CHEWABLE TABLETS
فلاتيكون,FLATICON 60MG CHEWABLE TABLETS
فلامازين,FLAMAZINE
فاموجين,FAMOGEN
فوربين,PHORPAIN
فلوزاك,FLOZAK
فلوميتول,FLUMETOL
فاسكودبين,VASCODIPINE
فيناكسين,VENAXINE
فيرو ميرز,VIRU-MERZ SEROL
فامودار,FAMODAR
فيبسيد,VEPESID 100MG CAPSULE
فاجيفيم,VAGIFEM 25MICROGRAM- VAGINAL TAB
فالسيت,VALCYTE 450MG FILM - COATED TABLETS
فيلاكوين فورت,PHILAQUIN FORTE 4% CREAM
فيلازول,PHILAZOLE 2%W-W(20MG-GM)TOPICAL CREAM
فيلازول,PHILAZOLE 2% W-W SHAMPOO
فوكورت,VOCORT CREAM
فورتيسيف كبسولات,FORTICEF 250MG CAPSULES
فورتيسيف,FORTICEF 125MG-5ML POWDER FOR ORAL SUSP
فيكس ساينيكس,VICKS SINEX NASAL SPRAY.
فورتيو,FORTEO 20MCG-80MCL SOLU. FOR INJECTION
فانكوسين,VANCOCIN-CP 500MG-10 ML. VIAL
فاريلركس,VARILRIX 2000 PFU -0.5ML VIAL
فورتزار,FORTZAAR
فينيستيل,FENISTIL 24 LONG ACTING CAPSULE 4 MG
فيبروسيل,VIBROCIL NASAL GEL
فنيستيل جل,FENISTIL GEL
فيبروسيل,VIBROCIL NASAL DROPS
فيبروسيل,VIBROCIL SPRAY MICRODOSEUR
فينيستيل,FENISTIL DROPS 0.1G-100ML
فنيستيل,FENISTIL SYRUP
فينستيل,FENISTIL 1 MG COATED TAB
فامفير,FAMVIR 125MGTAB
فامفير,FAMVIR 250MG TAB
فيمارا,FEMARA 2.5 MG TABLET
فسكالديكس,VISKALDIX 10MG+5MG TAB
فيسكين,VISKEN 5MG TABLETS
فيفادول,FEVADOL COLD & FLU TABLETS
فلدين,FELDENE 10MG CAPS
فيوسيدرم,FUSIDERM 2% CREAM
فيلدين,FELDENE 10MG DISPERSABLE TAB
فيرين,VERINE SR 200MG SUSTAINED RELEASED CAP
فورميت,FORMIT 500MG TABLETS
فيرين,VERINE 135MG TAB
فافو,VAVO 2% CREAM
فينيسكار,FINISCAR 5MG F.C. TABLETS
فيكسودين,FEXODINE 120MG TABLET
فيكسودين,FEXODINE 180MG TABLET
فيناسيد,FINASID 5MG FILM COATED TABLET
فيزيكير,VESICARE 10MG F.C. TABLETS
فيزي كير,VESICARE 5MG F.C. TABLETS
فلوكسابين,FLOXAPEN 500MG CAPS
فلوكسابين,FLOXAPEN CAPS 250MG
فلوكسابين,FLOXAPEN VIAL 250MG
فلوكسابين,FLOXAPEN 250MG-5ML POWD.FOR SUSP
فلوكسابين,FLOXAPEN SYP 125MG-5ML
فلودريكس,FLUDREX SYRUP
فينابيد سبانسيولز,FENBID SPANSULES 300MG
فازيم,PHAZYME TAB 60MG
فيموستون,FEMOSTON 1-10 TABLET
فيمستون,FEMOSTON 2-10 TABLET
فيكسال,VEXAL RX 37.5 MG EXTENDED RELEASE CAPSULE
فيكسال,VEXAL RX 75 MG EXTENDED RELEASE CAPSULE
فكسال,VEXAL RX 150 MG EXTENDED RELEASE CAPSULE
فاسبيك,FASPIC 600MG GRANULES
فيرتاب,FERTAB 50MG TAB
فلوموسيل,FLUIMUCIL 200MG/1GM GRANULES FOR ORAL SOLUTION
فلوسين,Fulcine
فيبراميسين,Vibramycin
فاليوم,Valium
فولتارين,Voltaren
فورتوفيز,Fortovase
فينوباربيتون,Phenobarbitone
فيوكس,Vioxx
فينتور,Ventor
فوراديل,Foradil
فالتريكس,Valtrex
فاسلوديك,Faslodex
فيربوريل,Verboril
فاستين,Fastin
فيوزيون,fuzeon
فانيكا,Vaniqa
فينتافيس,Ventavis
فوسرينول,Fosrenol
فينوروتون,Venoruton
فلورينيف,Florinef
فيدازا,Vidaza
فريزيوم,Frisium
فليكسون,Flexon
فيستازين,Vistazine
فيستاكون,Vistacon
فيستاريل,Vistaril
فيريلان,Verelan
فورتاسيك,Fortasec
فيكترين,Vectrin
فورادانتين,Furadantin
فيسكين,Visken
فازاكلو,FazaClo
فلوماكس,Flomax
فابيور,Fabior
فيريد,Viread
فيادور,Viadur
فيلوكونتين,Phyllocontin
فينكريستين,فينكريستين
فيراباميل,فيراباميل
فالبروات الصوديوم,فالبروات الصوديوم
فاموتيدين,فاموتيدين
فامْسيكلوفير,فامْسيكلوفير
فوسينوبريل,فوسينوبريل
فوروسيميد,فوروسيميد
فلوكسيتين,فلوكسيتين
فلوفوكسامين,فلوفوكسامين
فيلوديبين,فيلوديبين
فلوتيكازون,فلوتيكازون
فلوفينازين,فلوفينازين
فلوكونازول,فلوكونازول
فينوباربيتال,فينوباربيتال
فينوكسي بنزامين,فينوكسي بنزامين
فينيتوين,فينيتوين
فينيليفرين,فينيليفرين
فينيل بروبانولامين,فينيل بروبانولامين
فينلفورامين,فينلفورامين
فينلافاكسين,فينلافاكسين
فيناسترايد,فيناسترايد
فيلغراستيم,فيلغراستيم
فيكسوفنيادين,فيكسوفنيادين
فليكانيد,فليكانيد
فورموتيرول,فورموتيرول
فالاسيكلوفير,فالاسيكلوفير
فاردينافيل,فاردينافيل
فالسارتان,فالسارتان
فلورويوراسيل,فلورويوراسيل
فلوروميثولون,فلوروميثولون
فوسامبرينافير,فوسامبرينافير
فوريكونازول,فوريكونازول
فولفيسْترانت,فولفيسْترانت
فينازوبيريدين,فينازوبيريدين
فوسفات الصوديوم,فوسفات الصوديوم
فوسفوميسين,فوسفوميسين
فوليتروبين,فوليتروبين
فارينيكلين,فارينيكلين
فنتانيل,فنتانيل
فلوسينولون,فلوسينولون
فِنترمين,فِنترمين
فينورلبين,فينورلبين
فلوفاستاتين,فلوفاستاتين
فينيلزين,فينيلزين
فالْغانْسيكْلوفير,فالْغانْسيكْلوفير
فلونيترازيبام,فلونيترازيبام
فلودروكورتيزون,فلودروكورتيزون
فلوبنتكسول,فلوبنتكسول
فانكوميسين,فانكوميسين
فيغاباترين,فيغاباترين
فلوتاميد,فلوتاميد
فينولفثالين,فينولفثالين
فلوداربين,فلوداربين
فيلداغليبتين,فيلداغليبتين
قطرات انف ديكوزال,DECOZAL 0.1% NASAL DROPS
قطرة توبراديكس,TOBRADEX EYE DROPS
قطرة توبريكس,TOBREX OPTH.OINT. 0.3%
قطرات انف زيلولين,XYLOLIN 0.05%CHILD NASAL SPRAY
قطرة الانف زيلو ميفا,XYLO-MEPHA 0.1% NASAL SPRAY
قطرة العين زاديتين,ZADITEN 0.25 MG-ML EYE DROPS
كارديوبريل,Cardiopril 25 Tablets
كريم كانيستين,CANESTEN CREAM 1%
كانيستين,CANESTEN-1 VAG. CREAM 10%
كانيستين,CANESTEN SOLUTION 1%
كريم ميكوسبور,MYCOSPOR CREAM 1%
كانديفاست,CANDIVAST 150MG CAP
كانديفيست,CANDIVAST 50MG CAP
كيديبرين,KIDIPRIN CHEWABLE TABS 100MG
كونفورتد كبسولات,CONFORTID 25MG CAPS
كونفورتد حقن,CONFORTID INJ I.V 50MG
كونفورتد,CONFORTID 50MG SUPPOSITORY
كونفورتيد,CONFORTID SUPPOSITORIES 100 MG.
كوليستوب,COLISTOP SUSP
كلورامكس,CHLORAMEX SYRUP 160MG-5ML
كونفورتيد شراب,CONFORTID SYRUP 5MG-ML
كوسيمولول,CUSIMOLOL 0.5% EYE DROPS
كوليميكس,COLIMEX TABLETS 1.5 million UNITS
كونسيرتا,CONCERTA EXTENDED RELEASE 18MG TABLET
كولفيد,COLFED 120ML
كلاريباك,KLARIBAC 500 MG FILM COATED TABLETS
كلاريباك,KLARIBAC 250MG TAB
كانديكورت,CANDICORT CREAM
كيناسين,KENACIN CREAM
كريم بيترالار,PETRALAR-F 0.25% CREAM
كامبتو,CAMPTO 100MG-5ML VIAL FOR I.V INFUSION
كريم نيزورال,NIZORAL CREAM 2%
كريم ديفيرين,DIFFERIN 0.1% CREAM
كريم الريتاكنيل,RETACNYL 0.025% CREAM
كريم ريتاكنيل,RETACNYL 0.05% CREAM
كريم الدارا,ALDARA 5% CREAM
كوليفيوران,COLIFURAN TAB 100MG
كولميدتين,COLMEDITEN TAB
كيتريل,KYTRIL 1MG-ML AMP
كليندامايسين فوسفات,CLINDAMYCIN PHOSPHATE 150MG-ML INJ
كلاسيد,KLACID 125MG-5ML SUSP
كلاسيد,KLACID 250MG TAB
كليمن,CLIMEN TAB
كوسوبت,COSOPT EYE DROPS
كوزار,COZAAR
كريستور,CRESTOR 10 MG FILM COATED TABLETS
كاربوبلاتين ايبيوي,CARBOPLATIN "EBEWE" 50MG-5ML
كادويت,CADUET 10-10
كادويت 10-20,CADUET 10-20
كو-رينيتك,CO-RENITEC
كيوتيفيت,CUTIVATE 0.05% CREAM
كريم ديرموفيت,DERMOVATE CREAM 0.05%
كومبيجان,COMBIGAN EYE DROPS
كريم جامافيت,GAMAVATE CREAM 0.05%
كمدرين,KEMADRIN INJ 10MG-2ML
كيمدرين,KEMADRIN TABS 5 MG
كتيليز,ACTILYSE SET(2VLS+2SOLV&INFSET)
كريم بيبانثين,BEPANTHEN PLUS CREAM
كودافيد,CODAPHED SYRUP
كابتوفار,CAPTOPHAR 25MG TABLETS
كلاميسين,CLAMYCIN 250 MG TABLET
كلوبيكسول ديبوت,CLOPIXOL DEPOT INJ 500MG-ML OILY AMP
كلوبيكسول - اكيوفاس,CLOPIXOL-ACUPHASE 50MG-ML OILY AMP
كلوبيكسول اقراص,CLOPIXOL TABS 10MG
كلوبيكسول,CLOPIXOL TABS 2MG
كريم اوبيزول,OPIZOLE 1% CREAM
كلوبيسون,CLOBESON
كيراسال,KERASAL 10 % OINTMENT
كلينداسول,CLINDASOL 10MG-ML LOTION
كونازول,CONAZOL 2% CREAM
كريم يوسيدين,UCIDIN 2% CREAM
كلوتركس,CLOTREX
كلنيمايسن تي,CLINIMYCIN-T
كلاريناز,CLARINASE TAB
كاربوبلاتين,CARBOPLATIN 10MG-ML VIAL
كيرلون,KERLONE TAB F.C. 20MG
كريم الدوكين,ELDOQUIN CREAM 2%
كلوميد,CLOMID 50MG TAB
كريم يودينا,EUDYNA CREAM 0.05%
كزاترال,XATRAL XL 10 MG
كريم هاي كوين,HI- QUIN 2% CREAM
كريم اليكا,ELICA 0.1% CREAM
كلوبيت,CLOBATE 0.05% OINTMENT
كريم ديرفينا,DERFINA 1% CREAM
كويستران,QUESTRAN POWDER
كلارازول,CLARAZOLE 2% CREAM
كونكور,CONCOR 10 PLUS F.C. TABLETS
كونكور,CONCOR
كونكور,CONCOR COR
كريم ادولين,ADOLIN 0.1% W-W CREAM
كبريتات الاتروبين,ATROPINE SULPHATE 0.6MG\ML AMPOULE
كريم بيجمانورم,PIGMANORM
كالسينات,CALCINATE
كلوبي درم,CLOBEDERM
كلاريماك,CLARIMAC
كلوروكين,CHLOROQUINE
كلوراسيف,CLORACEF FORTE
كيبرا محلول فموي,KEPPRA 100MG-ML ORAL SOLUTION
كيناكورت,KENACORT-A 40MG\ML INJ
كينالوج,KENALOG IN ORABASE (PASTE 0.1%)
كلاريدار,CLARIDAR
كابوكارد,CAPOCARD 50MG TAB
كارباتول,CARBATOL 200MG TAB
كابيكاينيز,KABIKINASE 600000 IU VIAL
كابيكاينيز,KABIKINASE VIAL 100000 IU
كالترات,CALTRATE 600 MG TAB
كوبيغوس,COPEGUS 200 MG FILM COATED TABLET
كفامول,CAFAMOL TAB
كوابروفيل,COAPROVEL 300-25MG F.C. TABLETS
كوردارون,CORDARONE 150MG-3ML AMP
كافيرجيكت,CAVERJECT 20MCG VIAL
كريم كروتافيل,CROTAPHIL 10% CREAM
كريم بانثوفيل,PANTHOPHIL PLUS CREAM
كروتافيل,CROTAPHIL 10% LOTION
كريم يوسيديرم,UCIDERM 2 % CREAM
كوابروفيل,COAPROVEL 150-12.5 MG TABLET
كو ابروفيل,COAPROVEL 300-12.5 MG TABLET
كوردارون اقراص,CORDARONE 200MG TAB
كينيدين سلفات,QUINIDINE SULPHATE 200MG TAB
كويل,KWELL CREAM
كويل,KWELL SHAMPOO
كفزول,KEFZOL 250MG.-10ML. VIAL
كيتريل,KYTRIL 200MCG-ML SYRUP
كيتريل 1MG,KYTRIL 1MG TAB
كسيلودا,XELODA 150MG TABLET
كريم يوراكس,EURAX CREAM 10%
كو ديوفان,CO- DIOVAN 320-12.5MG F.C. TABLETS
كو - ديوفان,CO- DIOVAN 320-25MG F.C. TABLETS
كو ديوفان,CO-DIOVAN 160\25 MG F.C TABLET
كوديوفان,CO-DIOVAN 160MG+12.5MG F.C TAB
كو - ديوفان,CO-DIOVAN F.C TAB 80MG-12.5MG
كومتان,COMTAN 200MG F.C TAB
كافيرجوت,CAFERGOT 1 MG TAB
كوفليو,COFLU 500-15-6.25-15ML SYRUP
كبسولات ستراتيرا,STRATTERA 60MG CAPSULES
كيناكومب,KENACOMB CREAM
كيناكومب,KENACOMB OINTMENT
كابوتين,CAPOTEN 25MG TAB
كابريل,CAPRIL 25MG TAB
كاردول,CARDOL 100MG TAB
كارفيدول,CARVIDOL 12.5 MG TAB
كارفيدول 25,CARVIDOL 25 MG TAB
كارفيدول اقراص,CARVIDOL 6.25MG TABLET
كلوفر,CLOVIR 400MG TAB
كلوزول,CLOZOLE 0.1% TOPICAL CREAM
كيتوفين,KETOFEN 1MG-5ML SYRUP
كالسيتيك,CALCITEC 100 I.U NASAL SPRAY
كالسيتيك 200,CALCITEC 200 I.U NASAL SPRAY
كالسيتيك,CALCITEC 50 I.U NASAL SPRAY
كانار,CANAR 100 MG TABLET
كانار اقراص,CANAR 50 MG TABLET
كلوبيكس,CLOPEX 75 MG F-C TABLETS
كلاريكس,CLAREX 250MG TABLET
كلوكسا,CLOXA 1000MG VIAL
كينوكورت,CINOKORT 40 MG - 2 ML AMPOULE
كولاكس,KULAX 65MG-100ML SYRUP
كريم فلامازين,FLAMAZINE CREAM 1%
كيبرا,KEPPRA 250MG F.C.TAB
كيبرا اقراص,KEPPRA 500MG F.C.TAB
كلوبيدرم,CLODEARM 0.05% CREAM
كساريلتو,XARELTO 10MG FILM COATED TABLET
كريم واتين,WATENE 0.1% CREAM
كارديوبرول,CARDIOPROL 5MG TABLETS
كاردكس,CARDEX
كوستي,Costi
كاردورا,Cardura
كوريم,corem
كافوسيد,Kafosed
كومادين,Coumadin
كوجنكس,Cognex
كوالاكوين,Qualaquin
كلاريتين,Claritin
كلارا,Clara
كاديان,Kadian
كولستيد,Colestid
كريكسيفان,Crixivan
كاليترا,Kaletra
كامباث,Campath
كاسوديكس,Casodex
كلولار,Clolar
كاسكور,Cascor
كاردوكسين,Cardoxin
كارديزيم,Cardizem
كاتافلام,Cataflam
كامبيا,Cambia
كالان,Calan
كاناسا,Canasa
كارافات,Carafate
كبريمين,Cuprimine
كولكريس,Colcrys
كلوزاريل,Clozaril
كلونوبين,Klonopin
كلوكسابن,Cloxapen
كريون,Creon
كوتازيم,Cotazym
كورليم,Korlym
كامبتوسار,Camptosar
كوينيبروكس,Quineprox
كونديلين,Condyline
كوتينزا,Qutenza
كابسين,Capsin
كيسوردينول,Cisordinol
كيتالار,Ketalar
كوليسترأمين,كوليسترأمين
كوينيدين,كوينيدين
كلورامفينيكول,كلورامفينيكول
كلوروكين,كلوروكين
كلوروثيازيد,كلوروثيازيد
كلورفينيرأمين,كلورفينيرأمين
كلوربرومازين,كلوربرومازين
كلوربروباميد,كلوربروباميد
كلورثاليدون,كلورثاليدون
كروموغليكات الصوديوم,كروموغليكات الصوديوم
كالسيتونين,كالسيتونين
كابتوبريل,كابتوبريل
كارفيدلول,كارفيدلول
كاربامازپين,كاربامازپين
كارباريل,كارباريل
كاربيدوبا,كاربيدوبا
كودين,كودين
كوتريموكسازول,كوتريموكسازول
كولْشيسين,كولْشيسين
كوليستيبول,كوليستيبول
كوبوليمر - 1,كوبوليمر - 1
كيتوكونازول,كيتوكونازول
كلاريثرومايسين,كلاريثرومايسين
كلوزابين,كلوزابين
كلوتيابين,كلوتيابين
كلوتريمازول,كلوتريمازول
كلوميفين,كلوميفين
كلوميبرامين,كلوميبرامين
كلونازيبام,كلونازيبام
كلونيدين,كلونيدين
كلوكساسيلين,كلوكساسيلين
كليندامايسين,كليندامايسين
كلوبيدوجريل,كلوبيدوجريل
كانديسارتان,كانديسارتان
كويتيابين,كويتيابين
كلُورازِيبات,كلُورازِيبات
كلوبيتازون بوتيرات,كلوبيتازون بوتيرات
كلوبيتازول بروبيونات,كلوبيتازول بروبيونات
كابيسيتابين,كابيسيتابين
كابيرغولين,كابيرغولين
كاربوسيستين,كاربوسيستين
كيتوتيفين,كيتوتيفين
كالسيبوتريول,كالسيبوتريول
كلورديازيبوكسيد/ كليدينيوم بروميد,كلورديازيبوكسيد/ كليدينيوم بروميد
كاربومير,كاربومير
كروتاميتون,كروتاميتون
كبريتات البوليميكسين ب,كبريتات البوليميكسين ب
كابسيسين,كابسيسين
كلودرونات,كلودرونات
كلوفارابين,كلوفارابين
كبريتات غلوكوزومين,كبريتات غلوكوزومين
كاسبوفونجين,كاسبوفونجين
كلورهِكسيدين,كلورهِكسيدين
كلوبازام,كلوبازام
كاربوبلاتين,كاربوبلاتين
كربونات الكالسيوم,كربونات الكالسيوم
كلادريبين,كلادريبين
كيتامين,كيتامين
كوليستيمثات الصوديوم,كوليستيمثات الصوديوم
كابازيتاكسيل,كابازيتاكسيل
كانابيديول/ رباعي هيدروكانابينول,كانابيديول/ رباعي هيدروكانابينول
لوفاسك,LOWVASC 5MG CAPSULE
ليفيترا,LEVITRA 10MG TABLET
ليفترا,LEVITRA 20MG TABLET
ليفترا اقراص,LEVITRA 5MG TABLET
ليركاديب,LERCADIP 10MG F.C.TABLET
ليكسين,LEXIN CAP. 250 MG.
ليكسين,LEXIN CAP. 500 MG.
ليتاريكس,LITAREX TAB 564mg
ليكسين,LEXIN 250MG-5ML SUSP.
ليكسن,LEXIN 1G TAB
لوسيريل,LOCERYL 5% NAIL LACQUER
لاسريفيسك,LACRYVISC EYE GEL
لوبرون,LUPRON DEPOT 3.75MG-VIAL
لوبرون ديبوت,LUPRON DEPOT 7.5MG -VIAL
لوجينون,LOGYNON TAB
ليفوستين,LIVOSTIN EYE DROPS 0.5MG-ML
ليبيتور,LIPITOR 10MG F.C TAB
ليبيتور,LIPITOR 20MG F.C TAB
ليبيتور,LIPITOR 40 MG FILM COATED TABLETS
ليبتور,LIPITOR 80MG F.C. TABLETS
لاميكتال,LAMICTAL
لاكسوكوديل,LAXOCODYL 10MG SUPP
لاكسوكوديل,LAXOCODYL 5MG SUPP
لوجور,LOJOUR 5MG\5ML SYRUP
لاكسوكودال,LAXOCODYL 5 MG TABLET
لانفاست,LANFAST 30MG CAPSULE
لوميجان,LUMIGAN 0.3MG - ML EYE DROPS
ليدوكايين,LIDOCAINE 5 % OINTMENT
ليسوفار,LISOPHAR 10MG TABLETS
ليسوفار اقراص,LISOPHAR 20MG TABLETS
لوماكس,LOMAX 400MG TAB
لاسين,LACINE 50MG F.C. TABLETS
لوبرام,LOPRAM 20MG F.C. TABLETS
لوريك اقراص,LORIC 100 MG TABLETS
لوريك,LORIC 300 MG TABLETS
ليدابريم,LIDAPRIM ORAL SUSP.FOR CHILD
